order_id,product_id,quantity,unit_price,discount_percentage,discount_amount,gross_sales,tax_amount,shipping_cost,net_sales,product_cost,profit
ORD-167126,PROD-000581,3,168.09,0.2630284362256004,132.64,504.27,48.31,7.38,427.32,243.78,176.16
ORD-628435,PROD-001174,2,71.13,0.4758700208341883,67.7,142.26,5.22,14.98,94.76,50.84,28.94
ORD-566540,PROD-000890,3,233.3,0.5033215403608327,352.27,699.9,24.33,12.34,384.3,365.04,6.92
ORD-108263,PROD-000689,3,50.13,0.2514022072235751,37.81,150.39,7.88,2.59,123.05,95.64,24.82
ORD-830113,PROD-000100,1,251.07,0.1314450749833617,33.0,251.07,15.26,14.72,248.05,139.53,93.8
ORD-466169,PROD-000042,4,343.07,0.1998618800742468,274.27,1372.28,76.86,6.45,1181.32,748.68,426.19
ORD-932376,PROD-001117,3,101.01,0.402366244583451,121.93,303.03,12.68,3.4,197.18,109.2,84.58
ORD-511985,PROD-000892,1,81.74,0.0944828041135527,7.72,81.74,5.18,15.22,94.42,46.35,32.85
ORD-535407,PROD-001039,2,23.93,0.0494705056396883,2.37,47.86,3.18,5.68,54.35,22.46,26.21
ORD-705133,PROD-000884,1,168.33,0.247377889275296,41.64,168.33,8.87,2.52,138.08,61.05,74.51
ORD-207615,PROD-000543,5,24.07,0.1512073354513972,18.2,120.35,5.11,5.42,112.68,49.0,58.26
ORD-786600,PROD-000239,1,58.84,0.0,0.0,58.84,11.77,1.89,72.5,31.33,39.28
ORD-671522,PROD-000241,3,141.37,0.0523934398662432,22.22,424.11,72.34,7.18,481.41,146.46,327.77
ORD-331764,PROD-000264,1,142.62,0.1063734562683212,15.17,142.62,25.49,12.25,165.19,48.25,104.69
ORD-801987,PROD-000318,1,271.04,0.0443787228932532,12.03,271.04,18.13,3.15,280.29,106.75,170.39
ORD-571786,PROD-000433,5,104.55,0.1930550474114066,100.92,522.75,29.53,15.34,466.7,199.35,252.01
ORD-112212,PROD-000883,2,335.53,0.0238313961577777,15.99,671.06,131.01,5.33,791.41,302.06,484.02
ORD-272462,PROD-000399,3,46.73,0.4261704386156201,59.74,140.19,5.63,12.1,98.18,85.71,0.37
ORD-121620,PROD-000401,4,385.18,0.4638220832343487,714.62,1540.72,57.83,3.33,887.26,550.6,333.33
ORD-298714,PROD-000490,4,38.48,0.4288548038374867,66.01,153.92,8.79,5.84,102.54,73.0,23.7
ORD-349973,PROD-000779,2,47.63,0.3600276165201488,34.3,95.26,4.27,3.46,68.69,42.48,22.75
ORD-640197,PROD-001083,3,52.51,0.0957566884820937,15.08,157.53,9.97,0.4500000000000002,152.87,55.62,96.8
ORD-442458,PROD-000423,1,211.43,0.0,0.0,211.43,14.8,3.39,229.62,104.44,121.79
ORD-109618,PROD-000538,1,55.56,0.1490863094787347,8.28,55.56,3.31,23.54,74.13,22.59,28.0
ORD-387670,PROD-000620,2,100.2,0.0,0.0,200.4,14.03,15.25,229.68,102.3,112.13
ORD-190607,PROD-000789,1,179.5,0.1225250201997564,21.99,179.5,11.03,6.04,174.58,64.79,103.75
ORD-156410,PROD-000145,2,532.75,0.0,0.0,1065.5,74.59,11.59,1151.68,453.14,686.95
ORD-965412,PROD-000737,1,98.28,0.0372921135478027,3.67,98.28,18.92,3.4,116.93,56.78,56.75
ORD-447952,PROD-000392,4,148.41,0.37664971919777,223.59,593.64,37.0,8.86,415.91,320.68,86.37
ORD-379122,PROD-000207,3,245.74,0.1268312175401842,93.5,737.22,45.06,3.57,692.35,386.67,302.11
ORD-494801,PROD-000198,1,199.44,0.2420171336079537,48.27,199.44,10.58,3.47,165.22,70.71,91.04
ORD-367304,PROD-000586,2,163.28,0.1504057638638893,49.12,326.56,52.71,4.76,334.91,176.3,153.85
ORD-427659,PROD-000733,2,146.2,0.1348009479457698,39.42,292.4,50.6,16.97,320.55,165.54,138.04
ORD-284646,PROD-001082,1,71.16,0.0195203694294167,1.39,71.16,13.95,5.44,89.16,30.28,53.44
ORD-174558,PROD-001087,1,42.23,0.156182770529202,6.6,42.23,7.13,5.29,48.05,20.01,22.75
ORD-191405,PROD-000327,1,206.1,0.1705665904123547,35.15,206.1,30.77,2.21,203.93,102.89,98.83
ORD-563653,PROD-000530,2,38.3,0.0791081276544032,6.06,76.6,4.94,15.2,90.68,29.54,45.94
ORD-932601,PROD-000615,1,96.29,0.1005770376692775,9.68,96.29,6.06,5.77,98.44,43.64,49.03
ORD-559828,PROD-001118,2,133.21,0.0478611311133022,12.75,266.42,50.73,0.0,304.4,140.4,164.0
ORD-587104,PROD-000467,2,318.14,0.1699052890573983,108.11,636.28,36.97,21.44,586.58,357.62,207.52
ORD-578359,PROD-000996,4,968.68,0.1280279609861831,496.07,3874.72,236.51,3.3,3618.46,1609.96,2005.2
ORD-228845,PROD-001122,1,86.58,0.1836428998215021,15.9,86.58,4.95,5.6,81.23,46.3,29.33
ORD-363982,PROD-000915,5,80.6,0.4228356613736344,170.4,403.0,16.28,3.4000000000000004,252.28,137.9,110.98
ORD-426472,PROD-000166,3,118.94,0.0368994091414337,13.17,356.82,65.29,0.0,408.94,169.53,239.41
ORD-570756,PROD-000917,3,286.73,0.1548657886826821,133.21,860.19,50.89,5.69,783.56,422.16,355.71
ORD-929412,PROD-000299,2,103.53,0.015347169557557,3.18,207.06,14.27,6.25,224.4,72.72,145.43
ORD-521965,PROD-000934,4,78.69,0.3407575589984896,107.26,314.76,14.53,5.73,227.76,169.28,52.75
ORD-461508,PROD-000376,1,227.08,0.1548252569650177,35.16,227.08,13.43,5.99,211.34,84.42,120.93
ORD-414694,PROD-001173,1,34.68,0.189789814670889,6.58,34.68,1.97,5.81,35.88,13.75,16.32
ORD-898547,PROD-000446,1,333.9,0.2010893684250941,67.14,333.9,18.67,2.93,288.36,136.85,148.58
ORD-246058,PROD-000717,2,155.85,0.081929718113156,25.54,311.7,20.03,21.13,327.32,173.64,132.55
ORD-893053,PROD-000027,4,666.01,0.0230861074085827,61.5,2664.04,182.18,14.82,2799.54,1393.76,1390.96
ORD-860309,PROD-000765,2,73.99,0.1455158222632474,21.53,147.98,24.03,12.34,162.82,70.9,79.58
ORD-407272,PROD-001008,5,461.13,0.0,0.0,2305.65,161.4,3.39,2470.44,1396.4,1070.65
ORD-619309,PROD-000240,2,145.1,0.0328774866362737,9.54,290.2,19.65,4.02,304.33,96.08,204.23
ORD-708977,PROD-000426,3,74.84,0.0,0.0,224.52,15.72,14.71,254.95,94.89,145.35
ORD-684761,PROD-000719,3,43.68,0.3888588588395912,50.96,131.04,5.61,14.73,100.42,53.73,31.96
ORD-985538,PROD-000965,1,782.57,0.0,0.0,782.57,148.69,12.56,943.82,466.72,464.54
ORD-608410,PROD-000544,2,41.53,0.1555818891360489,12.92,83.06,4.91,0.8900000000000001,75.94,37.48,37.57
ORD-476081,PROD-000182,1,208.08,0.1363785121588238,28.38,208.08,12.58,24.38,216.66,101.01,91.27
ORD-231701,PROD-000480,2,59.33,0.0403871824176654,4.79,118.66,7.97,3.27,125.11,40.38,81.46
ORD-629448,PROD-000446,4,333.9,0.081547119889129,108.91,1335.6,245.34,1.91,1473.94,547.4,924.63
ORD-260682,PROD-000612,1,153.39,0.0873174276554926,13.39,153.39,18.2,4.39,162.59,77.15,81.05
ORD-564700,PROD-001147,1,279.17,0.1986483953283816,55.46,279.17,15.66,6.38,245.75,148.6,90.77
ORD-916005,PROD-000128,2,587.72,0.1660565440960317,195.19,1175.44,68.62,3.65,1052.52,655.0,393.87
ORD-972170,PROD-001106,1,201.89,0.0,0.0,201.89,14.13,3.56,219.58,85.0,131.02
ORD-846225,PROD-001170,4,144.85,0.0868227783520738,50.31,579.4,37.04,14.49,580.62,296.56,269.57
ORD-949605,PROD-001173,1,34.68,0.0,0.0,34.68,2.43,5.92,43.03,13.75,23.36
ORD-443000,PROD-001169,4,270.24,0.4220408930201954,456.21,1080.96,43.73,15.47,683.95,492.56,175.92
ORD-966522,PROD-000032,1,929.66,0.1789871530002488,166.4,929.66,53.43,14.7,831.39,608.18,208.51
ORD-217281,PROD-000112,1,181.25,0.0,0.0,181.25,36.25,11.99,229.49,74.58,142.92
ORD-555577,PROD-001154,1,198.11,0.0253512200040334,5.02,198.11,13.52,24.45,231.06,73.07,133.54
ORD-869665,PROD-000646,1,486.89,0.0,0.0,486.89,34.08,5.67,526.64,234.17,286.8
ORD-497128,PROD-000782,1,116.11,0.0237083827447027,2.75,116.11,7.94,5.67,126.97,67.97,53.33
ORD-235158,PROD-000402,2,178.71,0.0570788208171387,20.4,357.42,33.7,9.16,379.88,177.5,193.22
ORD-228434,PROD-000330,3,182.41,0.2280068152986325,124.77,547.23,80.27,1.7999999999999998,504.53,225.24,277.49
ORD-608601,PROD-000804,1,118.96,0.1899941401843889,22.6,118.96,6.75,5.72,108.83,56.16,46.95
ORD-423738,PROD-000539,2,33.31,0.1493964358880804,9.95,66.62,3.97,6.08,66.72,28.9,31.74
ORD-788417,PROD-001155,2,194.42,0.1032102798503863,40.13,388.84,24.41,3.93,377.05,174.92,198.2
ORD-469500,PROD-000029,2,604.28,0.1938065896015506,234.23,1208.56,48.72,8.21,1031.26,682.88,340.17
ORD-957132,PROD-000988,3,378.07,0.4088532297330741,463.73,1134.21,134.1,4.62,809.2,567.87,236.71
ORD-478581,PROD-000077,2,1359.66,0.4005195424768581,1089.14,2719.32,114.11,3.45,1747.74,1702.92,41.37
ORD-693339,PROD-000975,1,825.94,0.0660007935283447,54.51,825.94,54.0,3.24,828.67,375.38,450.05
ORD-464475,PROD-000009,3,792.89,0.0160281315046245,38.13,2378.67,304.27,28.23,2673.04,1562.88,1081.93
ORD-496152,PROD-001087,2,42.23,0.0681919939877784,5.76,84.46,5.51,6.29,90.5,40.02,44.19
ORD-149282,PROD-001061,1,15.49,0.0,0.0,15.49,1.08,2.99,19.56,4.99,11.58
ORD-884429,PROD-000019,2,977.27,0.1258176040290272,245.92,1954.54,119.6,15.0,1843.22,1337.64,490.58
ORD-595500,PROD-000104,3,289.58,0.193484665815908,168.09,868.74,140.13,5.35,846.13,442.83,397.95
ORD-331959,PROD-001119,1,64.5,0.2374080996376905,15.31,64.5,3.44,6.3,58.93,20.59,32.04
ORD-492310,PROD-000619,4,185.0,0.4279972649675058,316.72,740.0,29.63,0.2200000000000002,453.13,268.68,184.23
ORD-113594,PROD-000831,2,78.59,0.0,0.0,157.18,31.44,5.47,194.09,55.14,133.48
ORD-363233,PROD-000590,1,103.06,0.0179379838794494,1.85,103.06,20.24,16.61,138.06,40.6,80.85
ORD-636578,PROD-001146,4,122.88,0.4597828613203994,225.99,491.52,18.59,2.76,286.88,175.6,108.52
ORD-572071,PROD-000044,2,863.97,0.0688578020487526,118.98,1727.94,112.63,6.24,1727.83,1008.22,713.37
ORD-265738,PROD-000893,1,138.21,0.0316446234249668,4.37,138.21,9.37,6.0,149.21,43.87,99.34
ORD-359561,PROD-000691,2,458.92,0.0,0.0,917.84,64.25,5.8,987.89,510.14,471.95
ORD-175476,PROD-001171,1,107.23,0.0864819285412948,9.27,107.23,6.86,21.2,126.02,33.97,70.85
ORD-830808,PROD-000520,2,38.77,0.1224796576886425,9.5,77.54,4.76,2.68,75.48,36.28,36.52
ORD-905556,PROD-000086,4,489.76,0.183275824776708,359.04,1959.04,112.0,5.94,1717.94,1242.12,469.88
ORD-175003,PROD-000932,1,101.95,0.0983312247661222,10.02,101.95,9.19,22.61,123.73,43.95,57.17
ORD-164304,PROD-000612,3,153.39,0.0,0.0,460.17,32.21,3.39,495.77,231.45,260.93
ORD-881321,PROD-000564,4,156.49,0.3266204608547936,204.45,625.96,29.51,0.54,451.56,215.16,235.86
ORD-207747,PROD-000558,1,177.43,0.1267600257484351,22.49,177.43,10.85,3.2,168.99,91.73,74.06
ORD-291772,PROD-000848,1,193.87,0.1167074504204891,22.63,193.87,32.54,20.14,223.92,99.16,104.62
ORD-401739,PROD-000775,1,188.25,0.1041930613294298,19.61,188.25,11.8,3.05,183.49,80.45,99.99
ORD-932131,PROD-000881,2,114.85,0.2268721654964504,52.11,229.7,35.52,20.15,233.26,76.18,136.93
ORD-509273,PROD-000367,2,315.14,0.0967029721783066,60.95,630.28,28.47,19.84,617.64,275.76,322.04
ORD-670305,PROD-000120,3,510.04,0.0941940390961641,144.13,1530.12,277.2,5.4,1668.59,971.7,691.49
ORD-325946,PROD-000662,1,300.12,0.1701900107730556,51.08,300.12,17.43,14.57,281.04,132.07,134.4
ORD-757717,PROD-000063,1,1262.39,0.0,0.0,1262.39,88.37,6.34,1357.1,771.37,579.39
ORD-807618,PROD-000531,1,58.47,0.1033234930291004,6.04,58.47,3.67,3.76,59.86,29.13,26.97
ORD-883604,PROD-000248,1,52.19,0.0031677797036877,0.17,52.19,2.6,8.13,62.75,25.41,29.21
ORD-340656,PROD-001048,3,92.47,0.2736095231720995,75.9,277.41,14.11,6.23,221.85,109.89,105.73
ORD-245227,PROD-000319,4,176.23,0.3606977874033955,254.26,704.92,90.13,9.29,550.08,314.24,226.55
ORD-874738,PROD-000762,4,28.01,0.0668650585664444,7.49,112.04,13.59,7.27,125.41,43.12,75.02
ORD-424523,PROD-000296,4,35.0,0.3576425950234099,50.07,140.0,6.3,0.8900000000000001,97.12,64.84,31.39
ORD-529633,PROD-000280,1,60.74,0.1282455537519493,7.79,60.74,3.71,14.97,71.63,27.04,29.62
ORD-560521,PROD-000067,1,1353.21,0.0800522227450063,108.33,1353.21,87.14,6.27,1338.29,887.67,444.35
ORD-896110,PROD-000371,4,329.1,0.5972223149517619,786.18,1316.4,106.04,1.95,638.21,534.6,101.66
ORD-510020,PROD-000416,1,322.45,0.169657611637411,54.71,322.45,18.74,3.0700000000000003,289.55,125.55,160.93
ORD-732148,PROD-000277,1,113.25,0.0373051108304559,4.22,113.25,7.63,5.93,122.59,46.78,69.88
ORD-177032,PROD-000869,1,10.03,0.1919319189176062,1.93,10.03,0.57,2.7,11.37,4.29,4.38
ORD-264533,PROD-000897,2,180.11,0.0383073191218783,13.8,360.22,17.32,4.74,368.48,151.76,211.98
ORD-376442,PROD-000705,3,126.85,0.0437777880755531,16.66,380.55,72.78,4.73,441.4,254.28,182.39
ORD-592178,PROD-000724,5,107.65,0.3009472552208108,161.98,538.25,26.34,6.25,408.86,280.75,121.86
ORD-287013,PROD-000818,2,241.94,0.083095068650845,40.21,483.88,79.86,3.53,527.06,212.64,310.89
ORD-632347,PROD-000277,4,113.25,0.0,0.0,453.0,31.71,2.59,487.3,187.12,297.59
ORD-222718,PROD-000904,5,113.26,0.436586060180854,247.24,566.3,60.62,2.6,382.28,301.25,78.43
ORD-436979,PROD-000342,1,388.86,0.0,0.0,388.86,27.22,6.12,422.2,227.9,188.18
ORD-737928,PROD-000694,1,467.77,0.1236112185115626,57.82,467.77,81.99,9.1,501.04,190.92,301.02
ORD-604258,PROD-000329,1,295.35,0.1019015681660864,30.1,295.35,53.05,2.65,320.95,139.96,178.34
ORD-999825,PROD-000544,3,41.53,0.025659737230887,3.2,124.59,8.5,11.71,141.6,56.22,73.67
ORD-949778,PROD-000179,5,235.32,0.3922777179464279,461.55,1176.6,143.01,2.06,860.12,686.45,171.61
ORD-163277,PROD-000337,1,111.12,0.0243659007095876,2.71,111.12,7.59,5.83,121.83,52.49,63.51
ORD-790467,PROD-000385,3,356.3,0.2889140650991507,308.82,1068.9,152.02,12.97,925.07,592.23,319.87
ORD-214129,PROD-001164,1,132.77,0.0649680503673244,8.63,132.77,8.69,5.51,138.34,42.64,90.19
ORD-715503,PROD-000541,2,42.56,0.0,0.0,85.12,15.32,4.26,104.7,26.56,73.88
ORD-900295,PROD-000937,2,174.76,0.1642042626517063,57.39,349.52,20.45,0.8799999999999999,313.46,180.18,132.4
ORD-546160,PROD-000944,5,24.77,0.3986946884925347,49.38,123.85,5.21,14.98,94.66,55.0,24.68
ORD-955954,PROD-000448,3,244.75,0.1826859352732672,134.14,734.25,30.01,32.01,662.13,448.26,181.86
ORD-689369,PROD-000597,3,27.33,0.4775040080661292,39.15,81.99,3.0,6.17,52.01,35.22,10.62
ORD-888615,PROD-000888,1,309.85,0.2079854079700616,64.44,309.85,17.18,6.31,268.9,113.01,149.58
ORD-591456,PROD-000184,1,236.25,0.0946613199800006,22.36,236.25,14.97,5.54,234.4,107.74,121.12
ORD-797671,PROD-001092,3,55.89,0.4596077589081389,77.06,167.67,6.34,5.96,102.91,76.98,19.97
ORD-151738,PROD-001152,2,118.21,0.121775884713684,28.79,236.42,41.53,4.62,253.78,126.58,122.58
ORD-198111,PROD-000672,3,100.76,0.0,0.0,302.28,60.46,12.34,375.08,169.2,193.54
ORD-874127,PROD-000913,3,347.09,0.2556633095722649,266.21,1041.27,139.51,4.22,918.79,482.46,432.11
ORD-247998,PROD-000424,1,163.54,0.1610903482142427,26.34,163.54,9.6,6.24,153.04,91.34,55.46
ORD-124030,PROD-001060,2,88.76,0.127230069958719,22.59,177.52,10.85,6.17,171.95,80.52,85.26
ORD-151445,PROD-000286,1,36.7,0.0946184370926697,3.47,36.7,4.32,3.5700000000000003,41.12,11.35,26.2
ORD-799521,PROD-000660,3,269.2,0.4095451942211239,330.75,807.6,33.38,23.9,534.13,534.48,-24.25
ORD-994503,PROD-000691,5,458.92,0.4325205157104994,992.46,2294.6,91.15,12.36,1405.65,1275.35,117.94
ORD-261668,PROD-000401,1,385.18,0.1603246121212082,61.75,385.18,64.69,12.4,400.52,137.65,250.47
ORD-877370,PROD-000266,1,132.1,0.1882863380342061,24.87,132.1,20.37,0.0,127.6,70.41,57.19
ORD-502532,PROD-000302,2,91.63,0.2321944734777407,42.55,183.26,28.14,9.36,178.21,74.28,94.57
ORD-441612,PROD-000689,2,50.13,0.2307706768740629,23.14,100.26,15.42,2.12,94.66,63.76,28.78
ORD-274788,PROD-001006,2,367.35,0.0650533321352739,47.79,734.7,48.08,3.18,738.17,455.38,279.61
ORD-878396,PROD-001019,2,67.39,0.1964174620463717,26.47,134.78,20.58,4.71,133.6,66.32,62.57
ORD-723829,PROD-000461,3,102.67,0.1632112269247133,50.27,308.01,18.04,5.76,281.54,143.94,131.84
ORD-785777,PROD-000082,3,359.11,0.4409147804578494,475.01,1077.33,120.46,16.53,739.31,435.09,287.69
ORD-807831,PROD-000773,1,93.3,0.0658643535033973,6.15,93.3,6.1,0.3700000000000001,93.62,41.86,51.39
ORD-521367,PROD-000706,3,108.22,0.1249482535293373,40.57,324.66,56.82,20.03,360.94,172.74,168.17
ORD-798003,PROD-000049,3,570.29,0.4833093685262243,826.88,1710.87,61.88,12.02,957.89,868.05,77.82
ORD-432574,PROD-000794,2,242.54,0.1696572309618615,82.3,485.08,52.36,14.170000000000002,469.31,269.52,185.62
ORD-699351,PROD-000194,1,92.31,0.2025696938378531,18.7,92.31,14.72,1.6100000000000003,89.94,40.41,47.92
ORD-438402,PROD-000111,2,349.18,0.047220906755539,32.98,698.36,46.58,3.18,715.14,411.66,300.3
ORD-909492,PROD-000406,2,129.87,0.175873170057644,45.68,259.74,14.98,24.24,253.28,97.32,131.72
ORD-683824,PROD-000912,4,335.86,0.0415176538083142,55.78,1343.44,90.14,14.94,1392.74,783.0,594.8
ORD-994324,PROD-000710,2,116.25,0.0,0.0,232.5,16.28,2.99,251.77,154.52,94.26
ORD-414202,PROD-000491,5,49.69,0.1467401565363092,36.46,248.45,14.84,5.77,232.6,111.25,115.58
ORD-991446,PROD-000472,2,14.0,0.0930368713858385,2.61,28.0,4.82,3.39,33.6,11.38,18.83
ORD-498589,PROD-000013,1,596.0,0.0,0.0,596.0,41.72,0.7599999999999998,638.48,309.64,328.08
ORD-400418,PROD-000270,4,139.58,0.3977084873607576,222.05,558.32,16.81,19.7,372.78,230.44,122.64
ORD-638699,PROD-000457,1,110.35,0.0,0.0,110.35,7.72,15.33,133.4,46.49,71.58
ORD-870050,PROD-000315,3,265.8,0.3174827820764738,253.16,797.4,38.1,6.25,588.59,444.51,137.83
ORD-111982,PROD-000569,3,96.31,0.2716340185220517,78.48,288.93,39.99,4.84,255.28,94.32,156.12
ORD-634307,PROD-000149,1,668.96,0.0565933611270133,37.86,668.96,44.18,12.29,687.57,426.0,249.28
ORD-351111,PROD-000585,4,17.24,0.2376775874403532,16.39,68.96,6.83,14.260000000000002,73.66,24.84,34.56
ORD-678519,PROD-000128,2,587.72,0.1363686155744966,160.29,1175.44,182.73,7.279999999999999,1205.16,655.0,542.88
ORD-956997,PROD-000260,1,111.12,0.1833388967099021,20.37,111.12,11.8,7.1,109.65,53.34,49.21
ORD-787481,PROD-000311,4,68.65,0.1903582634158347,52.27,274.6,15.56,14.66,252.55,153.44,84.45
ORD-931403,PROD-000797,1,216.09,0.1750146664565888,37.82,216.09,17.83,8.79,204.89,112.82,83.28
ORD-471205,PROD-000776,2,287.19,0.0661887474918167,38.02,574.38,107.27,17.34,660.97,318.96,324.67
ORD-817538,PROD-000510,1,31.51,0.1241593932780385,3.91,31.51,1.38,1.9000000000000004,30.88,14.51,14.47
ORD-441678,PROD-001117,2,101.01,0.2616184277045561,52.85,202.02,10.44,14.86,174.47,72.8,86.81
ORD-688344,PROD-000168,1,170.11,0.0751173507763228,12.78,170.11,28.32,3.57,189.22,66.83,118.82
ORD-570935,PROD-000563,4,185.71,0.4950324736504709,367.73,742.84,75.02,2.39,452.52,313.32,136.81
ORD-454187,PROD-000310,2,223.53,0.1410634396992736,63.06,447.06,26.88,3.8,414.68,227.28,183.6
ORD-983132,PROD-000941,1,325.28,0.0961929560063609,31.29,325.28,55.86,12.04,361.89,119.9,229.95
ORD-680390,PROD-000285,3,39.39,0.2464962527505898,29.13,118.17,6.23,12.19,107.46,61.98,33.29
ORD-124215,PROD-000624,3,149.31,0.2539634131990672,113.76,447.93,23.39,21.3,378.86,225.96,131.6
ORD-335266,PROD-000306,3,71.06,0.0,0.0,213.18,14.92,24.41,252.51,79.65,148.45
ORD-678180,PROD-000555,1,74.36,0.0,0.0,74.36,5.21,6.16,85.73,29.7,49.87
ORD-546163,PROD-000465,5,105.64,0.1970922411467533,104.1,528.2,80.58,1.87,506.55,267.25,237.43
ORD-786883,PROD-001126,3,235.63,0.3900908420413542,275.75,706.89,30.18,12.23,473.55,346.53,114.79
ORD-384306,PROD-000107,1,209.51,0.1598406083922111,33.49,209.51,12.32,0.98,189.32,96.91,91.43
ORD-733867,PROD-000465,5,105.64,0.0,0.0,528.2,52.82,19.68,600.7,267.25,313.77
ORD-793786,PROD-000999,1,175.13,0.1909720786034242,33.44,175.13,9.92,6.32,157.93,115.51,36.1
ORD-757603,PROD-000750,1,251.94,0.0233892260170141,5.89,251.94,44.29,12.92,303.26,125.91,164.43
ORD-977003,PROD-000367,2,315.14,0.2240578486625076,141.22,630.28,34.23,23.51,546.8,275.76,247.53
ORD-397220,PROD-000313,1,22.08,0.0933227139605284,2.06,22.08,1.0,20.33,41.35,12.77,8.25
ORD-702166,PROD-000737,1,98.28,0.0563328989681901,5.54,98.28,6.49,3.45,102.68,56.78,42.45
ORD-439860,PROD-000592,2,191.74,0.1299030431426374,49.82,383.48,23.36,24.32,381.34,190.48,166.54
ORD-950805,PROD-000170,4,250.31,0.6,600.74,1001.24,52.07,4.25,456.82,585.68,-133.11
ORD-281358,PROD-000226,4,147.53,0.2149103392507486,126.82,590.12,60.23,3.79,527.32,193.56,329.97
ORD-823645,PROD-000769,4,280.55,0.100142985561331,112.38,1122.2,191.87,20.23,1221.92,504.16,697.53
ORD-407562,PROD-000163,3,32.72,0.0264002299531735,2.59,98.16,6.69,2.72,104.98,37.71,64.55
ORD-946244,PROD-000825,3,228.27,0.2472082529580426,169.29,684.81,103.1,2.83,621.45,329.07,289.55
ORD-657794,PROD-000316,1,19.23,0.1512124065266354,2.91,19.23,1.14,12.29,29.75,7.39,10.07
ORD-396052,PROD-000914,1,40.33,0.1479227862844545,5.97,40.33,2.41,4.04,40.81,16.52,20.25
ORD-483755,PROD-000601,2,191.95,0.0,0.0,383.9,26.87,5.92,416.69,185.96,224.81
ORD-262120,PROD-001135,1,299.68,0.0,0.0,299.68,20.98,14.64,335.3,114.38,206.28
ORD-998897,PROD-000917,1,286.73,0.0,0.0,286.73,57.35,0.0,344.08,140.72,203.36
ORD-319296,PROD-000563,3,185.71,0.0722387997727675,40.25,557.13,93.04,3.66,613.58,234.99,374.93
ORD-764549,PROD-000446,1,333.9,0.0550588674978279,18.38,333.9,22.09,6.38,343.99,136.85,200.76
ORD-785166,PROD-001029,3,71.61,0.1201682815068444,25.82,214.83,13.23,14.98,217.22,90.24,112.0
ORD-498713,PROD-000696,3,308.73,0.0801131687159937,74.2,926.19,59.64,15.3,926.93,399.78,511.85
ORD-306959,PROD-000866,3,196.08,0.1267038224936056,74.53,588.24,35.96,14.71,564.38,216.39,333.28
ORD-588801,PROD-000511,1,31.79,0.143592278974241,4.56,31.79,1.36,4.58,33.17,13.42,15.17
ORD-649538,PROD-000845,1,80.71,0.1632188537681391,13.17,80.71,13.51,12.59,93.64,24.5,56.55
ORD-904883,PROD-000061,1,643.39,0.1611607963856864,103.69,643.39,37.78,3.02,580.5,336.3,241.18
ORD-184177,PROD-001116,3,217.76,0.6,391.97,653.28,18.29,3.41,283.01,240.24,39.36
ORD-215573,PROD-000648,3,213.86,0.3344830408834769,214.6,641.58,29.89,5.99,462.86,407.7,49.17
ORD-384012,PROD-000285,2,39.39,0.0686641418184663,5.41,78.78,7.34,22.61,103.32,41.32,39.39
ORD-854406,PROD-000013,1,596.0,0.0049414929423707,2.95,596.0,41.51,5.75,640.31,309.64,324.92
ORD-641256,PROD-000135,1,453.68,0.0350396226483392,15.9,453.68,87.56,12.84,538.18,275.21,250.13
ORD-200237,PROD-000989,4,863.71,0.3965718081992166,1370.09,3454.84,416.95,4.79,2506.49,2108.68,393.02
ORD-618256,PROD-000163,3,32.72,0.2934477905905143,28.8,98.16,4.86,14.56,88.78,37.71,36.51
ORD-689276,PROD-000455,2,320.91,0.0049064165867326,3.15,641.82,121.35,3.21,763.23,346.24,413.78
ORD-677901,PROD-000094,4,657.05,0.0,0.0,2628.2,183.97,3.45,2815.62,1636.04,1176.13
ORD-926278,PROD-000050,1,853.48,0.0234037715126467,19.97,853.48,58.35,5.8,897.66,435.53,456.33
ORD-776891,PROD-000341,5,283.51,0.2955039716394235,418.89,1417.55,69.91,14.69,1083.26,601.5,467.07
ORD-372458,PROD-000548,1,68.94,0.1998855566454885,13.78,68.94,2.76,8.37,66.29,27.86,30.06
ORD-395572,PROD-000268,5,31.36,0.2754177580207356,43.19,156.8,7.95,5.71,127.27,69.65,51.91
ORD-115006,PROD-000719,2,43.68,0.0,0.0,87.36,8.74,5.61,101.71,35.82,60.28
ORD-242487,PROD-001080,1,96.19,0.0727581123767133,7.0,96.19,16.95,5.2,111.34,38.87,67.27
ORD-132598,PROD-000581,1,168.09,0.1760474130488318,29.59,168.09,9.7,3.14,151.34,81.26,66.94
ORD-732526,PROD-000410,2,155.25,0.0033418816465135,1.04,310.5,21.66,5.76,336.88,200.34,130.78
ORD-908782,PROD-001142,4,21.29,0.0,0.0,85.16,17.03,9.71,111.9,43.36,58.83
ORD-436295,PROD-000775,3,188.25,0.1284212252502369,72.53,564.75,24.61,7.85,524.68,241.35,275.48
ORD-668258,PROD-001147,4,279.17,0.4152124173439921,463.66,1116.68,117.54,3.96,774.52,594.4,176.16
ORD-515064,PROD-000387,4,439.13,0.3842473489304538,674.94,1756.52,216.32,5.35,1303.25,630.2,667.7
ORD-109729,PROD-000353,3,310.37,0.1765506754613205,164.39,931.11,53.67,24.07,844.46,419.46,400.93
ORD-488872,PROD-000974,2,337.78,0.2302820539976731,155.57,675.56,52.0,19.38,591.37,336.16,235.83
ORD-875763,PROD-000446,1,333.9,0.1396554709602212,46.63,333.9,20.11,3.21,310.59,136.85,170.53
