productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B0002J1F76,Merial Frontline Plus Flea and Tick Control for Cats and Kittens,A182PTCFBWXCPR,1/1,4.0,1189641600,Have been using this medicine for a number of years. There have been no fleas or ticks on my pets. The price was the best I have found.,pet supplies,cats,health supplies
B000F6UR6Q,"Urine Off Odor and Stain Remover for Cats, 1 Gallon",A1M1Y5UGONAW06,40/40,4.0,1189728000,"Of course, this is the kind of product you're slightly embarassed to admit you need, but if you have cat(s) you inevitably will.This product does take care of odor and works really well on carpets. Contrary to the manufacturer's claim, it will not reverse cat pee damage to fabric and wood (the bleach and dye effect), but we all knew that was too good to be true, didn't we?We've found that if you saturate the area, let it dry for a LONG time--like several days--treat it again, and then clean the carpet, it does remove the (ahem) evidence. In our house it seems to remove all of it, but we're not unusually sensitive. I suppose if you're really nose-conscious, you wouldn't have cats in the first place.I recommend buying it in gallons, because it takes a lot of product to treat an area. I also recommend buying a small pump sprayer (ACE Hardware, about seven dollars), because a spray bottle neither covers evenly, nor holds enough.I wish I could train the cats to do it themselves.",pet supplies,cats,litter housebreaking
B000KACJ0Y,Lounger Orthopedic Dog Bed,A2VH1IHU1Y3LOO,9/11,2.0,1189728000,This bed was of poor quality.There was no return paperwork in the shipping.I would not recommend this bed.Not worth the money!!!!,pet supplies,dogs,beds furniture
B000LZDR7W,Doody Free Pooper Scooper - Never Needs Cleaning [Kitchen],A2I2N0E16YLTNI,11/11,2.0,1189728000,"I wish I loved and could recommend this scooper but it's not practical for multiple droppings. (It's also useless for soft stools. Sorry for the gross out.) I hope the seller will clarify this in his description. If you have time to hassle with the bag to pick up one mess, then you might find this tool to your liking. Otherwise, save yourself some money and the headache.",pet supplies,dogs,litter housebreaking
B0006G5LXE,"Hartz Hairball Remedy for Cats, Kittens and Rabbits, Malt Flavor, 3 Ounce",A2PREP2Q8O7YV3,2/2,5.0,1189728000,All the animals I've fed this to have loved it -- except one cat but he will lick it off his paw. That includes rabbits and cats. What's even better is that it definitely seems to be working!,pet supplies,cats,health supplies
B0001FLZZS,"SportDOG SportHunter 3/4 Mile, SD-1800",A13K35FUCBLKO4,2/2,5.0,1189728000,"I have the SD-1800 and love it. I have a 130lb, 18 month old Rhodesian Ridgeback. I have had other breeds of dogs (German Shepherds, Rotties, etc... with no problems), but I was amazed how big he got and how fast it happened. Rigdgebacks are very stubborn dogs on top of all of this. They are a breed that if not trained to know who the boss is, will continually test their limits.I tried training classes, chokers, and finally a pinch collar. He didn't even flinch, nor did he ever listen. I have a four year old son who was frightened by him, not because he was mean, but because he would knock him over, climb all over him and scratch him with his paws while trying to play with him. He just did what he wanted when he wanted. He would run full force into me and wipe me out, knocking me on the ground with his enthusiasm. He tackled strangers, tables, anything he wanted. Never in a mean way, he never growled or anything close to showing aggression. He was fine with anyone near his crate or food bowl, so he wasn't a mean dog. He was just out of control. He was meant to be an indoor dog, but his behavior had him spending most of time in our yard. I was saddened that I might have to find him a new home.This collar was my last option and I am so glad that I tried it. I was so afraid that it wouldn't be strong enough and he wouldn't respond. He has a very high pain threshold. But I was greatly surprised. After 5 minutes on this collar he was no longer knocking me over. My first goal was to teach him ""no."" It took about 4 times to say it with the collar on and pressing the button, before he was responding to ""no"" without me having to press any buttons. He is great to be around now. He still charges me when he sees me and is excited, but he comes to a complete stop about a foot in front of me and then sits for me to pet him and love on him. I don't even need him on a leash anymore. He responds to my commands easily.On the technical aspects of this product, I love that it is completely waterproof, not just water resistant. We have two ponds on our property that he loves to jump in. So that is a great benefit. The remote is small and easy to use. And it is also waterproof. Both can be submerged completely in water and be fine. This is not considered a ""throw away"" collar, meaning if it is broke, you can still fix it. I looked at the models that were cheaper by other companies, but for a little more in price, I was able to get one that would last much longer.Needless to say, I love this collar! It allowed me to keep my puppy and make him a real part of our family.",pet supplies,dogs,collars
B000HQHUFA,Angels' Eyes Tear-Stain Eliminator for Dogs and Cats,A2F02FLZ24RVUX,4/4,5.0,1189814400,I have four Maltese and am alway's looking for a safe way to deal with tear stains. Angel Eye's is a wonderful product that works extremely well. I mix it with a small spoon full of canned holistic dog food and my maltese love it. It has even helped with one of them having allergies.,pet supplies,dogs,health supplies
B0002DH5MG,Simple Solution Pee Post Pheromone-Treated Yard Stake,AK6ZQAJLYN0S4,10/10,1.0,1189814400,"I followed the directions carefully and led my male dog over to the post day after day. He had absolutely no interest in it. The idea is a good one and it may work for your dog, but after 10 days, I gave it up.",pet supplies,dogs,food
B00005OU62,"LitterMaid LM700 Self-Cleaning Automatic Litter Box, Sage and Cream",A1Z94R3YMSSK71,7/7,1.0,1189814400,"We currently have four always indoors cats, we have had as many as six at one time. We have owned as many as two Litter Maids at one time and experienced the same problem with all of them. First the solid waste sticks to the forks and is difficult to clean. Second the trays are expensive and messy to change. I see where they are now giving you 18 trays for about the same price we were paying for twelve, but at over $1.00 each they are still too much.We recently bought a Scoop Free and are more than happy with it. It works as advertised and even though the replacement cartridges are expensive, they last a long time and actually cost us less than we were paying for litter alone. We have now bought a second Scoop Free and find we only use three cartridges a month, and have never had to clean it except for waste that has gotten on the sides that needs to be wiped off, but we would have that problem no matter what type of box we used.If you are thinking about buying an automatic litter box I would suggest you buy the Scoop Free instead of this one. With the ninety-day money-back guarantee you have nothing to loose and I believe you will not want to return it.See my full review of the Scoop Free by going to the product or my clicking on ""See all of my review"" link here.",pet supplies,cats,litter housebreaking
B000E1U7OO,Multipet International Original Loofa Dog Mini 6-Inch Dog Toy,A20E4R0Y63VX43,0/2,3.0,1189900800,"I can't believe shipping was so expensive! I tried to cancel the instant I got the confirmation, but it was too late. :( I would have saved $4. buying it at my local retail store. As for the product itself, my dog loves it.Subtotal of Items",pet supplies,dogs,toys
B0002ZA2S8,"Nylon Muzzle - Pug, Boxer For dogs 12-30 lbs",AXYKT5RBGV6OY,8/9,5.0,1189987200,I WAS DELIGHTED TO FIND THIS ITEM. IT IS SO PLEASANT FOR A SMALL DOG TOWEAR DURING PROBLEMS THAT MAY OCCUR DURING GROOMING OR TREATING AREAS ONTHE BODY REQUIRING SOME KIND OF MEDICATION. I WOULD ALSO RECOMMEND FOR THE SHIH-TZU IN THAT WEIGHT RANGE DUE TO THEIR SHORT MUZZLE.,pet supplies,dogs,collars
B000G2RXJS,Gold Trimmed Tiny Grooming Bows with Elastic Hairband - The Perfect Touch - Bag of 25,AY1I1FOL02I1,10/11,3.0,1190073600,"My Yorkie, Breonna looks so cute with these bows in her hair. I think It would be better if the elastic bands were a little bit bigger.",pet supplies,dogs,apparel accessories
B0009YD810,Peter's Woven Grass Mat for Rabbits,A1UYUTY5B1D1WO,17/21,5.0,1190073600,"Very good item to purchase for your pet. My buns love to chew on as well as sit on it. For the price, I highly recommend it.",pet supplies,bunny rabbit central,rabbit hutches
B00006GTDC,"Petmate Portable Pet Home Medium, Khaki/Maroon",A1VNXMISEE2OYY,0/0,5.0,1190073600,"great item, very sturdy, cost more than soft crates in big box stores but is much better quality. will last .",pet supplies,dogs,houses
B00008AJH9,Snuggle Safe Pet Bed Microwave Heating Pad,A3DVQ5QLAZX8GF,2/2,5.0,1190592000,"Got my first Snuggle Safe almost ten years ago. As soon as I tried it out, I bought them for friends and family. We use it as a foot warmer in bed- slip it between the covers before you get in, and it stays warm all night. Pop one in the microwave and take it in the car on cold mornings. Keeps hands warm too! Also nice to hand anyone who's chilly when the room is warm enough to others.I absolutely recommend the Snuggle Safe for anyone whose hands and feet get cold. Never had any problem with leaking when used as directed...lasts for YEARS, and five minutes in the microwave for 8-12 hours of warmth is Very energy saving.P.S. I let my kitty use it too!",pet supplies,cats,beds furniture
B000F4UNBW,Oster Protege Single Speed Professional Animal Clipper,A31IY7TJ96KCLW,6/6,5.0,1190592000,I found a website where somebody showed how to trim a mini schnauzer. It looked pretty simple so I ordered these clippers (after a lot of research) and they work great. They are easy to maneuver and my dog doesn't have any problem with the low buzz sound. They are easy to clean and I love them. I would definitely recommend them.,pet supplies,cats,grooming
B000HQHUFA,Angels' Eyes Tear-Stain Eliminator for Dogs and Cats,A1NTMWFAN927F6,3/4,5.0,1190678400,"Yes, it is expensive, but this actually works. My bichon-poodle had awful tearstains, and they are almost completely gone after a month of use. She's a very picky eater, so I was worried this would be difficult to get her to eat everyday, but she loves it. She actually licks the Angels Eyes off of the dry dog food and leaves the kibble for later. Buy this, it works.",pet supplies,dogs,health supplies
B00005MF9U,LitterMaid LM900 Mega Self-Cleaning Litter Box,A1F3G98ZZMH4O3,1/1,5.0,1190678400,"I bought one of these at Walmart and LOVED it, UNTIL about a week later, it just quit working. After going through the problem solving techniques offered in the owners manual, I decided to call the company.The customer service was EXCELLENT. The person I spoke with gave me a few other tricks to try, to see if we could get it to work again. When that failed, she told me they'd go ahead and get a new one to me.All I had to do was mail in the battery compartment lid, as well as $10 for shipping and handling.My replacement LitterMaid box arrived in a reasonable amount of time and has been working just fine, since.I'm very pleased to see that this is a company that will stand by their product and are supportive of their customers. I'll always be a lifelong customer. Had my situation been handled any differently, I would've refused to buy another LitterMaid product.",pet supplies,cats,litter housebreaking
B000KM5KSA,"Snoop Dogg Pets Polyester Hoodie, Gray, Large",A2ZEUA5HJMA199,2/3,2.0,1190851200,The product came pack but the cloth had holes where the tags had been placed.,pet supplies,dogs,apparel accessories
B00023XCYG,LitterMaid LMC100 Litter Box Carpet,A3J68HE2E0PWYV,1/1,5.0,1190851200,"After searching for a decent rug to protect my carpet I came across this one. I don't regret the purchase. It keeps the litter off the floor..and it vaccums up nicely. I haven't had any issues with soiling, so I can't vouch for that aspect, but it works great for what I needed.",pet supplies,cats,litter housebreaking
B00076HUGY,Soft Paws for Kittens,A2H06W7R2V7EQ6,2/2,5.0,1190851200,"I'll admit I was very skeptical about Soft Paws. I had tried everything to get my nearly 6 month old kitten to stop scratching. He loves all of his scratching posts and his cat tree, however he loves my drapes and shower curtains as well! I refuse to declaw, so in desperation I bought Soft Paws. I thought the application would be a nightmare, but Mozart did really well with it and doesn't seem to even realize that he's wearing them. He still uses his scratching post and does all of his normal crazy kitten antics, but my drapes, legs, etc. are safe from harm. I would definitely recommend Soft Paws to all cat owners who cherish their cat and are looking for a safe, easy alternative to declawing.",pet supplies,cats,grooming
B000FNC640,Da Bird Cat Toy REFILL Feathers (Quanity of 3),A1GNXBOLQDHJJZ,0/0,5.0,1190851200,My cats go crazy for this toy. Now I just keep buying refill after refill.,pet supplies,cats,toys
B000HHM5QS,"Comfort Zone with Feliway for Cats Diffuser Refill, 48 Milliliters",A2QP6DP13RKEFU,2/2,3.0,1190851200,"Feliway really helped my situation with 3 male cats when 1 or 2 of them decided to start spraying. The only problem with using it all the time is the cost and the fact that I can only get 3-4 weeks out of a bottle. I tried to have 3 going at a time to control the problem in various parts of the house, but it's too costly. Problem was solved when one cat went to live with my daughter. Now I only need to use Feliway when we are cat-sitting for her!",pet supplies,cats,health supplies
B0002DGP7C,"Lambert Kay Fresh 'n Clean Pet Baby Powder Cologne Spray, 6-Ounce",A1LIJPUJ64ZIOY,17/17,5.0,1191024000,"A must have for all dog-lovers! Fresh n' Clean is an instant, effective and inexpensive tool for eliminating pet odor. I worked for a dog groomer for several years and have owned many pets. I have yet to see a product work better! I am not a fan of most pet scents or colognes, but I have a fond appreciation for Fresh n Clean products. My favorite scents are Baby Powder and Fresh Floral scent. In my opinion, this product is more like a deodorizer or deodorant than a cologne spray, because it seems to do a lot more than just ""cover-up"" odor. Jade (our Akita) always receives lots of compliments at the Dog Park from other Pet Owner's when she is wearing it. Everyone always thinks she has just had a bath. To me, that is the ultimate compliment!",pet supplies,dogs,grooming
B0002QX3SS,Bamboo Combat Extreme Flying-Cow Dog Toy,AS1JGT3TDEJ5X,3/8,2.0,1191024000,"It's mostly white which lasts about 2 seconds in the yard. It's heavy so it does'nt fly well. It has a strange rim on the botton so the there's even more weight.It does not wash well. The other cloth"" fribees"" are much better.Still my fetch obsessed dog loves it. It could be a tree limb as long as I threw it... Save your money.",pet supplies,dogs,toys
B0006N9I68,Cat Dancer 101 Cat Dancer Interactive Cat Toy,A7QOSDQY0U04D,2/5,2.0,1191024000,This thing is a piece of stiff wire with cardboardy paper bits on the end. My cats sniffed and batted a few times. They occasionally chew on the paper part. Save your money.,pet supplies,cats,toys
B0002HZ2BS,Clamp-On Coop Bowl 10 Ounce,A3R6BDWXE1FJCM,1/1,4.0,1191110400,The cups are excellent. The only things I do not like about them are that they have a sticker on the inside that is very hard to remove and where you screw them on to the cage is painted so it makes it more difficult.,pet supplies,dogs,feeding watering supplies
B0006N3IK0,Littermaid LMR300 Receptacles,A24E26OOSG3YN4,0/0,5.0,1191196800,"Tried ordering this product from someone else and never got it, so I wasn't expecting much but it arrived very quickly! Wonderful!! :o)",pet supplies,dogs,litter housebreaking
B000FSFNUE,FURminator deShedding Tool,A2EB59WN77URAF,2/2,5.0,1191196800,I've tried a number of products with my australian shepherd who's not a huge fan of being groomed. Tried a 'shedding blade' which was effective in removing hair but she wouldn't sit still very long. The FURminator is equally effective and she tolerates it much better. Also easier to use.,pet supplies,cats,grooming
B000CQXFUY,Pet Stages Play with me,AHZ14SPKFKF9K,0/0,5.0,1191369600,My boxer loves this toy. We hide treats in the tulip and then put the ball on top of the treat inside the tulip. He loves getting the ball out and finding his treat. The ball also squeaks and he loves to carry it around and have us put the ball inside and toss it. Double Fun,pet supplies,dogs,toys
B000IBILV6,Dogswell Happy Hips Chicken Jerky - 32 oz,A2T7FXE9HCRIMA,4/6,5.0,1191369600,We have tried some other dog treats enriched to help with hip problems and our dog absolutely loves these the most. With his other snacks we had to hide them in cheese because he was not interested in them...but he really looks forward to these chicken snacks. The price is great too... because we paid $[...] for the initial 16 oz. bag (we ordered from an online pet site) and now we are going to order the 2 lbs. bag from Amazon for just three dollars more because we know our dog will appreciate them.When we started using these treats our dog's hip was dislocated and since eating the snack each day his hip is getting noticably better and he seems to be happier...less cranky which I think might be due to the inflamation in his hip going away. It's a thin easy to eat strip that our dog loves.,pet supplies,dogs,treats
B0002ZAZLC,The Buddy System Belt and Leash,A21EVY467OR3IT,0/0,5.0,1191542400,"Nice, wide, soft nylon belt and leash, much better quality nylon than I expected. The dog's leash attaches to a loop that can slide around on the belt; this is good because it slides instead of pulling if the dog hangs back a little, but it can also slide right off when you're taking the belt off. Just a heads up. :)",pet supplies,dogs,collars
B0002566WY,"Marineland PA0373 Black Diamond Activated Carbon, 40-Ounce, 1134-Gram",A2E6Z4AK9QHDUM,4/5,5.0,1191974400,This is the best product for your money. It last a long time and isn't very dusty at all. The store is fast and reliable.,pet supplies,fish aquatic pets,pumps filters
B000BVWVUA,"Petmate LeBistro Portion-Control Automatic Pet Feeder, Black, 4.2 Pounds",A2ZRM7EDY6S0Q5,0/2,1.0,1191974400,"My wife and I purchased one of these from Amazon about 2 years ago, and it was great..I mean really great, solved all of our cat feeding issues. That one eventually died and I attributed it to two years of cat food oil going thru it. So we decided to get another from Amazon. We got it and it broke in two days..the display went out and the battery light kept coming on. So we returned it and the replacemet one didnt work at all. So we are returning that one. Not sure why this is, but maybe we initially got the fluke one that actually worked.",pet supplies,cats,feeding watering supplies
B000Q5KM1G,K9 advantix II Flea Control for Dogs,A3SXRAVEGJZ8Y6,2/3,4.0,1192060800,"I just bought a dog this summer, and a friend recommanded K9 Advantix for flea control. My dog did not have fleas problem, I just wanted for prevention. So far after using K9 Advantix for four months, my dog is still flea free. I do take my dog to the park once a week, and around the neighborhood other times.",pet supplies,dogs,health supplies
B0006L1142,"Habitrail Playground - The All-In-One Hamster and Gerbil Environment with Extra ""Play Space""",A2Z2N9N8SX9O0U,1/1,5.0,1192147200,"perfect cage for dwarf hamsters, my hamster simply adores her new home. i do recommend getting another type of exercise wheel though.",pet supplies,fish aquatic pets,aquarium d cor
B000K2LSHC,"Vibrant Pets Joint and Muscle Ultimate Formula, 48 Ounce",A1OVNK1CFA0IMH,1/1,4.0,1192147200,"The two Dachsies eat this supplement readily, sprinkled on their kibble, or topping a bit of wet food. Dosage information by weight not found on package. Manufacturer was especially responsive to questions; phone number is on the package. Handy scoop inside has a long handle that doesn't get lost in the product.",pet supplies,dogs,health supplies
B000PGQ2N8,Tuxedo Bow Tie Cat Kitten Collar - Size Medium/Large,A2FYISD3HFETFA,6/10,5.0,1192233600,My cat's prom was fast approaching an a bow tie was no where to be found. Then we found your product on the net! You saved he and his date's evening and helped them make memories that will last a lifetime....errr...9 lifetimes.,pet supplies,cats,collars
B000FWAP8A,The Da Bird Value Pack (Includes 1 Da Bird Original Single 3 Foot Pole Cat Toy & 2 Replacement Feathers),A1GQ5ORAW7MYCU,1/1,5.0,1192233600,"I can't believe how much my cats like this toy, even the cynical, hardened, I-can't-be-bothered tomcats. It took me a while to get the hang of making Da Bird fly (once airborne, you can make the feathers quiver and rotate like a fishing lure), but I could play with the kitties for hours, and they'd never tire of it. We now have 15 minutes of play time at least twice a day, and they are sleeping better and squabbling less often -- and with 6 cats, that's an improvement.I have seen some seriously impressive cat acrobats in the last 24 hours, since Da Bird arrived on our doorstep. Most amusing is when they catch it. They get this look on their face (*my* dead bird!) and they trot off to an isolated location (with me trailing behind, holding onto the wand), so they can kill it. When play time is over, I have to hide Da Bird in a closet or they'd never let it rest. Best $10 I EVER spent on my cats. Ever.",pet supplies,cats,toys
B000084F2Q,Aspen pet Cool Flow Pet Fountain,A3I1JRN5X0QI47,1/3,1.0,1192320000,"The concept is great. My cats love flowing water. BUT do not waste your money on THIS product. LOUD AND BADLY DESIGNED. I actually like the sound of running water far better than a constantly humming motor. People that reviewed this product and said the motor is quiet either have TV on constantly or have small noisy children running around to mask the CONSTANT humm.I agree that you have to take it apart to clean the motor from pet hair and that a nylon stocking helps eliminate that problem. However, what the other reiewers forget to tell you is that it takes about 15 to 20 minutes to put the product back together again each time, due to poor product design. The pump has to line up with a rigid plastic hole while you hold the rigid plastic gate in place and keep the rigid plastic cord keeper from falling off. If you manage to get all those pieces lined up, then there is still all the plastic nipples that have to go in the plastic holes to hold the top in place. It is a nightmare of poor product design! Why should I have to put a nylon sock over something to make it work when I purchased it because it says it works??? It also says the motor is quiet. It is not, even with a sock.If people actually like this product for convinience over its faults it is because we, as Americans,are too used to wasting our money on poor producuts and bad designs then throwing them away and purchasing more. Do not waste your money on this product.",pet supplies,cats,feeding watering supplies
B000JCXGGO,Premier Pet Football Dog Toy,A1WZ3K6O8AR44A,3/3,5.0,1192492800,"I've had this toy for a few weeks now, and my bullmastiff is still loving it. It's quite heavy and solid and I snuggle little treats in it to keep him occupied while I'm at work. I think the mfgr was expecting an entire doggie bone to go into the football, but there's no chance of that--the rubber is too hard. It stands up well to solid chewing.",pet supplies,dogs,toys
B000084EEE,"Nutri-Pet Research Nupro Joint Supplement for Dogs, 5-Pound",A4VLVSD3RHKIW,0/0,5.0,1192579200,"I've been using Nupro for the past two years, and my dogs have had excellent results. The joint issues have dissapated and their coats are beautiful.",pet supplies,dogs,health supplies
B00068R98C,"PetSafe Ultrasonic Indoor Bark Control, PBC-1000",A3IHAQ2REDKOQ4,0/0,1.0,1192579200,"After turning this product on, it apparently emitted a high pitched whine or noise.(Who can tell, all you see is a light going on and off). My dog sat and barked at it continuously, and I had to turn it off to get him to stop. Used it for a week with the same results, until I returned it.",pet supplies,dogs,collars
B000A09C4K,PetSafe Extra Collar for Wireless Containment,A814YFZOGETOL,5/6,1.0,1192579200,"Twice I have had to replace the collars...Petsafe replaced them within 4 days, but I lost valuable training time. My dog also got zapped over and over again after she returned to the ""safe area"" until I could get to her and remove the collar. Very upsetting and she is traumatized!",pet supplies,dogs,collars
B000JCWB6U,Premier Pet Collar,A19AJSYF7H38D6,0/0,5.0,1192579200,This collar works very well. I like it because I have the control of the choke collar as well as a place for his tags. Also he can't ditch it like he used to with the choke chain.,pet supplies,dogs,collars
B00061UX3C,"Super Bird Creations 1-1/4-Inch by 97-Inch Rope Bungee Bird Toy, X-Large",A2WM1KL9DQSQ18,2/2,5.0,1192665600,"The Bungee Bird Toy is excellent to use in a large cage. We've got ours rigged in the corner and it goes from top to bottom, winding about the cage and providing our birds with additional places to perch. They love the different levels the Bungee creates (one cockatiel will sit at the top, another in the middle, and one more at the bottom.) They also like the way it swings when they move -- I imagine it's very similar to sitting on a tree branch except for the colorful string. Just be careful that your bird doesn't chew the string and swallow it. You also need to replace these when they get dirty.",pet supplies,birds,toys
B0002FP440,Planet Pleasures Spiked Pinata Small 10in Natural Bird Toy,A2WM1KL9DQSQ18,0/0,5.0,1192665600,"Probably the best bird toy for its low cost fun. My birds love this toy. They love the bulky pi&ntilde;ata, the paper strands at the end, and the bright colors. And they spend lots of time chewing on the toy -- especially the paper strands. It's pure fun!",pet supplies,birds,food
B000JCVQSE,Premier Pet Twice as Nice Kitty Collar,A3AI7PVFO8O1AK,3/3,4.0,1192838400,"This collar has worked well so far. My cat is an escape artist when it comes to collars but she hasn't lost this one yet. She has scratched it a bit so it is looking a little ragged, but they warn you about that and give you instructions on how to prevent it. I just chose not to worry about it.Overall, I'm very pleased with this purchase.",pet supplies,cats,collars
B000A6UF4U,Gamma2 Vittles Vault Plus for Pet Food Storage,A2W7ZNYNSPS619,2/2,5.0,1192924800,"I used to keep my cat and dog food in a plastic rubbermaid storage container...during the summer I would get ants and the rubbermaid container was too big...it was one of those under bed ones because of the layout of my pantry. This thing fit in perfectly, holds a lot more food and seals tight...no more ants. My only problem is that it is a bit expensive for a plastic container....but it works perfectly and the lid spins on and off easily. Now it's out of sight and out of mind, until it's time to feed the animals.",pet supplies,cats,feeding watering supplies
B0006ABVG6,IRIS Puppy and Dog Training Pad Holder,A3GQOU0H3SE9UX,5/6,4.0,1193097600,"pretty much nothing like this on the market! it's a great product but this one was WAY too large for our needs. we ended up buying the middle-sized one which is perfect for our two small dogs. this large one would be good for multiple larger dogs. we would have kept it and made room for it, but because of its size we would have wasted wee-wee pad since it would take several days for it to get filled and by then it stinks too much!",pet supplies,dogs,litter housebreaking
B000BVWVUA,"Petmate LeBistro Portion-Control Automatic Pet Feeder, Black, 4.2 Pounds",A38KHN2DN8ACR2,1/1,5.0,1193097600,I really like this product. I originally bought this to use while I was away on vacation. I have continued to use this because it is consistant in feeding the same amount of food at the same time every day. The programing is not difficult if you read the directions. I am very happy with this product. I know that my cat will be fed the same amount of food at the same times every day. This product is a time saver for me & I don't have to plan to be at home for my cat to be fed.,pet supplies,cats,feeding watering supplies
B000HQHUFA,Angels' Eyes Tear-Stain Eliminator for Dogs and Cats,A12FZ76B9BIUG9,1/1,5.0,1193184000,"This stuff does exactly what it says. We've been using it for three weeks and our maltipoo's face is now 90% tear stain free.Caspian did not like Angels' Eyes sprinkled on his dog food, and refused to eat it. However, being the dominant species, we came up with a solution. We now mix it with a tiny glob of peanut butter (canned dog food would also work) and it is his favorite morning treat.Thank you, Angels' Eyes!!!",pet supplies,dogs,health supplies
B000FSPFH0,Mrs. Meyer's Freshening Spray,A3OZIXWS2QEJDH,5/5,5.0,1193184000,"I love this new product form Mrs. Meyers. The fragrance is very soothing, calming. I will definitely buy it again.",pet supplies,cats,litter housebreaking
B000NZHW3U,Henrietta Chick Bunny Dog Toy,A17LZSDBEGBF1D,1/1,5.0,1193270400,"I bought this for a friend of mine. Well, for her mini poodle, not her. The dog LOVES it. It makes a very deep squeak or honk and sounds hysterical. I also bought the christmas one. My friend calls them the sexy chicken toys. I also bought one that looks similar, but is wearing a pirate costume. It is made by a different company and is not good quality, too thin and easily torn apart in no time at all.",pet supplies,cats,toys
B000PS2MOY,"Prozyme, 454 grams",A19BCTAQ622EI3,5/6,5.0,1193270400,I've been using Prozyme for my cats for about 5 years. I really think it's helped their digestion. My cats never have loose stools or any of the digestive problems I so often read about. It's a good product and very cost effective.,pet supplies,birds,health supplies
B000C79UB6,"PetSafe Yard-and-Park RemoteTrainer, PDT00-10603",A100WO06OQR8BQ,8/28,2.0,1193443200,"The unit that hangs around the neck is very heavy. So heavy, in fact, that I have not used it so far. Also, I did not expect to have to shave the neck to create a contact for the two prongs that are supposed to make contact. This is not at all what I expected.",pet supplies,dogs,training behavior aids
B000BQN9LA,Coolaroo Elevated Pet Bed with Knitted Fabric,ASZXGNVJPN29X,1/1,5.0,1193529600,My order arrived promptly and the item is just AWESOME. I will definately order another one from AMAZON.,pet supplies,cats,beds furniture
B00076KR9Q,Preventiv Collar (Single),A1VRGFFRM76C59,1/1,5.0,1193529600,"We've been fighting ticks all summer. Just got these collars and it worked exactly as described on the package. Ticks gone in a day, new ones dead and not attached. Ordering more now.",pet supplies,dogs,health supplies
B000F7A4OK,EVO Wild Cravings Turkey & Chicken Formula Dog Treats,A3INXT97SO6HHM,3/3,5.0,1193788800,my jack russells love the evo dog treats.. no scratching or itching...does not upset their stomachs.. also the dogs like the healthty treatsalso...,pet supplies,dogs,treats
B000F6UR6Q,"Urine Off Odor and Stain Remover for Cats, 1 Gallon",A3NFH5BFIDT4L8,1/1,5.0,1193961600,This stuff works like none other. Our cats get annoyed and let us know. This saves our noses!,pet supplies,cats,litter housebreaking
B0009YF3G8,Petmate Le Bistro Waterer with Microban,A1VHRZ2DNUOEI4,0/0,4.0,1193961600,"this is good product. I bought it to go with the le bistro automatic pet feeder, so they would match. It is much larger than the feeded. The water usually needs changing well before it is empty. Would choose smaller 1 1/2 g size. Seems like it would be a little easier to maintain and clean.",pet supplies,cats,feeding watering supplies
B000HE189G,"Casual Canine Lil' Stinker Dog Costume, Medium (fits lengths up to 16""), Black/White",A1YKF3PZMSTL2L,6/6,3.0,1193961600,This costume turned out to be very cute on my shiba inu. It was true to its size chart and the shipping was fine. My only complaint was that I could see some glue spots around the leash hole on the neck. It was really a great costume other than that.,pet supplies,dogs,apparel accessories
B0002DK2DU,"Omega Paw Self-Cleaning Litter Box, Green and Beige",ALJF9BX26OBV4,4/4,4.0,1194048000,"I've had a blue and grey one for about two years now and it's just about to be replaced, I think due to me not wanting to scrape litter out of the bottom and instead opting to bang it against the side of the trashcan.Anyway, this is an amazing litterbox -- so amazing, in fact, that my LitterMaid LM700 AUTOMATIC LITTER CLEANING BOX sits idle in the garage. For the price of a few LitterMaid poo recepticles that are horribly overpriced, one can get this litterbox that'll last at least two years. It's quite simple to use and amazingly effective, just basically turn the box over and poof, all the poo and other wonderfulness that our feline friends create ends up in the removable 'scoop', which can then be dumped into a trashbag. The only caveat is that sometimes the inner 'screen' that sifts the litter will be caked in wonderfulness, so watch out for that. Otherwise I quite obviously highly recommend it.",pet supplies,cats,litter housebreaking
B000PKO1ZA,KYJEN SLING-GO PET CARRIER GREEN,A2DQCKB724APXG,4/5,4.0,1194134400,The only problem I have with this product is that the sides are too low and the dog can easily fall out. Other than that I really like the look and feel of the carrier.,pet supplies,dogs,carriers travel products
B0007P88QQ,"Nite Ize NND-03-19S Nite Dawg Light Up Dog Collar, Red Led Orange Webbing, Small",A14HDQYC22VEDT,0/1,5.0,1194134400,This product has been a wonderful blessing with our silly puppy who does not like to come in the house at night! We can find her anywhere she is in the yard! She isn't bothered by having it on! Thanks!,pet supplies,dogs,collars
B000ELUQQS,ScoopFree Self-Cleaning Litter Box,A2ATQ9MZWL4QHK,2/2,5.0,1194220800,"This is my second ScoopFree. It's a lazy person's litter box! I change the litter tray on the 1st then ignore it for 30 days. Can't beat that. Much quieter than other electronic box I had. Other one was messier too, changing the plastic receptical for the other one ended up spewing litter (used) all over the place. Yuck! With the ScoopFree the litter sits in a disposable tray that you toss out every month. Refill trays a little pricey but well worth it to me. Cat likes it too. Highly recommend this box.",pet supplies,cats,litter housebreaking
