timestamp,visitorid,event,itemid,transactionid
1433193535063,115171,view,356283,
1433193650525,948586,view,160268,
1433194026467,923376,view,385769,
1433194032072,625012,view,249829,
1433194100127,1163398,view,462203,
1433194196213,1163398,view,422305,
1433194619995,277683,view,443344,
1433194733626,466950,view,197450,
1433194797803,889962,view,27994,
1433194859844,827513,view,367429,
1433194980588,455265,view,122069,
1433195013224,701122,view,113693,
1433195071134,148548,view,47647,
1433195437536,999506,view,253680,
1433195454568,717232,view,393111,
1433195601016,1186105,view,435238,
1433195767434,369027,view,291562,
1433195896355,820159,view,315543,
1433195939079,1003907,view,391583,
1433196034041,1093035,transaction,71733,13075.0
1433196202397,478141,addtocart,268335,
1433196662081,1348296,view,380989,
1433196678528,162999,view,175474,
1433196746907,497882,view,73852,
1433196768829,272626,view,239586,
1433196771439,1322844,view,353194,
1433196988336,148842,view,409140,
1433197009788,33674,view,4849,
1433197038172,648387,view,466634,
1433197051014,629305,view,238852,
1433197080150,666377,view,111530,
1433197278171,469618,view,271119,
1433197344113,214263,view,282470,
1433197502514,286616,view,277201,
1433198043342,916745,view,243566,
1433198067311,714579,view,422425,
1433198120693,493105,view,392242,
1433198132338,1237693,view,33135,
1433198245658,196469,view,370982,
1433198361214,1242236,view,15312,
1433198551859,1114361,view,165783,
1433198644886,433065,view,379962,
1433198737315,930858,view,101288,
1433198762242,957843,view,227279,
1433198903157,309724,view,318155,
1433199113414,578267,view,302239,
1433199451571,27243,view,442087,
1433199600120,903883,view,251231,
1433199693428,279787,view,63046,
1433199735980,1068319,view,405493,
1433199747181,1356496,view,302943,
1433199804918,317669,view,52811,
1433200003480,273796,view,384555,
1433200076005,843579,view,27902,
1433200883317,1012681,view,95598,
1433201318570,396872,view,340921,
1433201577696,776106,view,431810,
1433201673697,800442,view,181191,
1433201699681,6015,view,215172,
1433201699759,973095,view,373894,
1433202086575,96949,view,239702,
1433202547320,465556,view,272897,
1433202959981,858957,addtocart,8557,
1433202962733,1096070,view,336359,
1433202965638,858957,view,8557,
1433202983411,1364607,view,195,
1433203349217,1255322,view,465283,
1433204099843,291573,view,151909,
1433204294676,262647,view,412324,
1433204475084,578124,view,177478,
1433204630301,40946,view,96995,
1433204803394,956584,view,224891,
1433205165667,403133,view,432933,
1433205314708,1256335,view,373107,
1433205348166,796623,view,271932,
1433205351510,516698,view,186360,
1433205663164,924150,view,213310,
1433205905594,925748,view,293196,
1433205960827,292048,view,249881,
1433206156985,568388,view,65232,
1433206364825,945555,view,196525,
1433206543463,1117626,view,230034,
1433206673417,1343433,view,104760,
1433206822343,1184256,view,354676,
1433206904729,449022,view,174719,
1433206958249,462100,view,113001,
1433207060469,203302,view,400826,
1433207090481,322929,view,107184,
1433207200481,721273,view,265107,
1433207539628,899228,view,392020,
1433207595230,618290,view,185567,
1433207638144,1210904,view,421884,
1433207668293,316319,view,317413,
1433207751543,807008,view,404604,
1433207761064,160674,view,94355,
1433207966693,536984,view,398489,
1433207974052,1313863,view,242905,
1433207980619,237403,view,266521,
1433208172118,1302913,view,228075,
1433208742848,1402961,view,292989,
1433208777058,1331125,view,185896,
1433208800702,1195587,view,298789,
1433208966440,416614,view,169504,
1433209169073,955049,view,81710,
1433209260973,206509,view,122219,
1433209270110,823864,view,280621,
1433209767359,140198,view,392302,
1433210170056,805186,view,188686,
1433210384337,359539,view,416375,
1433210820473,841595,view,142608,
1433211113550,886728,view,52571,
1433211319573,212108,view,64521,
1433211408474,1132425,view,283115,
1433211600863,1268146,view,260761,
1433211793049,286616,view,27812,
1433211889270,1220318,view,443766,
1433212651043,21530,view,331276,
1433212854827,1046017,view,232897,
1433212888131,1239836,view,72753,
1433212970763,183517,view,300318,
1433213377166,957260,view,414410,
1433213461972,919951,view,43568,
1433213782571,53853,view,238650,
1433213989386,80355,view,62438,
1433213998048,927423,view,49339,
1433214239382,1344282,view,260957,
1433214318395,591567,view,428433,
1433214334885,1318546,view,325928,
1433214356577,156328,view,383648,
1433214508722,839124,view,390591,
1433214585714,1105628,view,239333,
1433214599424,1339123,view,180853,
1433214834168,1105628,view,115525,
1433214880081,100770,view,273406,
1433215208122,1342963,view,306886,
1433215259384,540353,view,129960,
1433215437286,13660,view,64951,
1433215513037,894370,view,402301,
1433215774828,908402,view,10557,
1433215884943,1183327,view,323194,
1433215937406,8697,view,397020,
1433216112363,902137,view,405798,
1433216182183,800437,view,279906,
1433216446131,1014921,view,413379,
1433216815162,322021,view,338972,
1433216895001,365549,view,53898,
1433217005684,228603,view,197466,
1433217033825,1034672,view,301324,
1433217564838,1106464,view,380589,
1433217656885,239740,addtocart,145907,
1433218142262,133216,view,419128,
1433218217997,232064,view,118142,
1433218367841,1190984,view,459531,
1433219119551,109785,view,138273,
1433219231513,152407,view,89675,
1433219467746,246753,view,284941,
1433219898548,733508,view,109948,
1433219911658,337158,view,377960,
1433220205709,493360,view,422822,
1433220826873,1249079,view,64253,
1433220843318,581631,view,281384,
1433221066552,1080724,view,265416,
1433221468563,881338,view,24431,
1433221755374,428642,view,139789,
1433222008209,776538,view,392173,
1433222390297,51241,view,45275,
1433222666280,1076270,view,96028,
1433222732574,930371,view,225727,
1433223025802,1151600,view,212181,
1433223167131,1100847,view,451281,
1433223698467,85924,view,347576,
1433223715986,261301,view,233695,
1433223838032,1231653,view,94710,
1433224105304,594893,view,441144,
1433224214164,992329,view,248676,
1433224229496,15795,view,44872,
1433224289371,1174398,view,381081,
1433224388360,625389,view,316135,
1433224544896,878185,view,424501,
1433224897746,41623,view,357810,
1433225131563,1000709,view,362859,
1433225303071,1008558,view,347963,
1433225403732,1022647,view,21956,
1433226245569,41623,addtocart,197968,
1433226704661,533142,view,52065,
1433227176324,791547,view,233695,
1433227272222,666792,view,135444,
1433229538372,457187,view,439402,
1433229773752,1243981,view,210368,
1433230307460,912200,view,211601,
1433230353960,1392040,view,363750,
1433231269567,828526,view,187907,
1433231504830,625652,view,411367,
1433232343334,218600,view,35763,
1433232437015,457187,view,344574,
1433232553958,826558,view,216943,
1433232866791,287539,view,426189,
1433233034538,457187,view,65221,
1433233073480,1171752,view,315148,
1433233524566,40019,view,351308,
1433235333716,722151,view,334273,
1433236521194,629517,view,232824,
1433237917153,1133219,view,39070,
1433240134408,549939,view,152741,
1433241314642,542554,view,366188,
1433241561403,674422,view,372569,
1433244200746,1406087,view,19269,
1433246557817,35190,view,140885,
1433247504364,506289,view,131383,
1433249913465,691941,view,327083,
1433250219080,85924,view,347576,
1433250677235,315107,view,447883,
1433250828497,840835,view,121420,
1433251530118,1133219,view,69828,
1433252335996,1045782,view,230783,
1433252448602,405353,view,481,
1433252763394,927915,view,134415,
1433252805487,1180746,view,252319,
1433253201703,1359732,addtocart,324209,
1433253825527,149854,addtocart,358598,
1433254396813,885139,view,88052,
1433255745294,1286574,view,365879,
1433256399574,325780,view,431099,
1433256474390,899833,view,189182,
1433256538077,1252206,view,152578,
1433256875167,1097826,view,141747,
1433257314534,364669,view,227928,
1433257792335,305151,view,205387,
1433257816601,1264079,view,188127,
1433258740308,1346478,view,122941,
1433258752816,912657,view,247409,
1433258827186,1364162,view,463027,
1433258882257,1028835,view,275085,
1433259131428,736161,view,96924,
1433259262743,795548,view,305790,
1433259368175,995085,view,281942,
1433259464890,374961,view,229871,
1433259603158,1106367,view,338788,
1433259648947,633081,view,337910,
1433259805077,1395238,view,145874,
1433259870122,1140135,view,168611,
1433260042599,917504,view,11622,
1433260216966,1314721,view,433736,
1433260969066,764489,view,306306,
1433261019553,190742,view,427923,
1433261170012,1133219,addtocart,291921,
1433261203289,1130082,view,372754,
1433261505751,283157,view,256695,
1433261903072,1301059,view,392831,
1433262150028,1009602,view,230432,
1433262198320,596813,view,2331,
1433262330105,1002781,view,225877,
1433262643896,1035608,view,71779,
1433262710574,1148567,view,260579,
1433262749338,1078026,view,259359,
1433262813166,1344345,view,186986,
1433262887114,562123,view,329279,
1433262918781,656482,view,412486,
1433262936407,171014,view,173028,
1433263385325,1387642,view,393562,
1433263671299,1197550,addtocart,367790,
1433263775696,1129560,view,440954,
1433263777317,1172101,view,12068,
1433263905752,279413,view,206957,
1433263998061,268659,view,355053,
1433264233243,830296,view,11382,
1433264331740,262499,view,307889,
1433264382488,498171,view,231639,
1433264434849,590332,view,305555,
1433264546940,1346973,view,221501,
1433264563044,928976,view,40441,
1433264804429,720464,view,192491,
1433264854837,163561,view,417008,
1433265197940,163561,view,414004,
1433265297325,161399,view,213277,
1433265393903,549757,view,465650,
1433265615948,861849,view,21013,
1433265640017,1194078,view,426707,
1433265744502,485637,view,255481,
1433265825244,1092141,view,318249,
1433266337003,823187,view,385550,
1433266403224,1159870,view,87006,
1433266424092,805867,view,458297,
1433266459329,522783,view,279866,
1433266510846,1095887,addtocart,49676,
1433266634903,107221,view,65722,
1433266710199,747598,view,167143,
1433266802348,669526,view,376823,
1433266819242,775677,view,34364,
1433266824697,775677,view,381150,
1433267017212,90182,view,287911,
1433267033588,1115918,view,210279,
1433267036568,70778,view,387947,
1433267040344,759030,view,135577,
1433267204568,213145,view,205139,
1433267521568,293403,view,368202,
1433267611363,955024,view,35608,
1433267710542,771946,transaction,425468,7105.0
1433267772219,1162783,view,281750,
1433267983895,240274,view,173291,
1433268010885,856874,view,132418,
1433268267638,90182,view,93507,
1433268363155,532046,view,123175,
1433268527512,809842,view,233298,
1433268627098,792816,view,19588,
1433268637104,1075456,view,271113,
1433268769944,1132489,view,323660,
1433268809410,864805,view,292059,
1433268976623,715795,view,250685,
1433269161854,767241,view,452584,
1433269259526,890959,view,98262,
1433269320584,787262,view,95808,
1433269321817,530985,view,276883,
1433269340790,916635,view,140725,
1433269708179,767241,view,452584,
1433269854654,1126314,view,315513,
1433270095632,2193,view,448274,
1433270128726,506943,view,39272,
1433270336058,1082044,view,163780,
1433270391832,1035658,view,440238,
1433270396659,814366,view,213608,
1433270632424,411208,view,27834,
1433270667837,606555,view,86861,
1433270819338,404519,view,14518,
1433270877290,1268755,view,60980,
1433270967228,714347,view,243554,
1433271295035,1021904,view,391418,
1433271453043,454365,view,8140,
1433271469853,714347,view,243554,
1433271842105,138131,view,43485,
1433271900469,318603,view,210087,
1433272014875,198281,view,43485,
1433272110185,198281,view,43485,
1433272206736,736412,view,315331,
1433272407822,191189,view,184304,
1433272486491,714347,view,16633,
1433272543460,1308148,view,30633,
1433272822206,164532,view,256695,
1433273200993,1213121,view,374841,
1433273220432,420777,view,283916,
1433273513996,962631,view,377385,
1433273561149,870324,view,32843,
1433273566015,123114,view,452100,
1433273626261,994617,view,26936,
1433273645561,253410,view,380357,
1433273647715,239684,view,321247,
1433273906830,1102011,view,362659,
1433273928072,253410,view,358307,
1433273960699,213145,view,77769,
1433273984613,467190,view,308053,
1433274011351,249570,view,16813,
1433274186934,1107309,view,105436,
1433274497846,995332,view,119505,
1433274885274,903338,view,134974,
1433274912624,1327361,view,394981,
1433275094724,429313,view,15948,
1433275315992,286377,view,346203,
1433275316359,632823,view,309921,
1433275492040,1163067,view,335975,
1433275522819,331270,view,180751,
1433275698186,1156844,view,18653,
1433275720382,435689,view,279976,
1433275983553,513590,view,119367,
1433276218437,871702,view,22436,
1433276387317,227730,view,162932,
1433276758484,901730,view,381262,
1433276780179,840043,view,220003,
1433276822589,99452,view,263386,
1433276834628,213145,view,133849,
1433277078889,747465,view,210660,
1433277116088,651314,view,28674,
1433277393264,243955,view,366776,
1433277528213,482313,view,65916,
1433277731396,684231,view,329146,
1433278202650,276686,view,170468,
1433278313627,77390,view,184412,
1433278356989,354785,view,328281,
1433278402466,746739,view,208848,
1433278410562,597848,view,24855,
1433278490642,1354683,view,296596,
1433278601712,373065,view,301278,
1433279387614,46077,view,180897,
1433279436411,234397,view,277059,
1433279494556,777812,view,296889,
1433279563398,1248039,view,7134,
1433279565317,23980,view,96924,
1433279807007,748402,view,320494,
1433279877594,187612,view,422597,
1433279907573,571561,view,298009,
1433279919936,580325,view,158114,
1433280058382,784571,view,194562,
1433280335830,515279,view,216524,
1433280706353,166260,view,450276,
1433280730796,576798,view,267715,
1433280802290,463205,view,345987,
1433280913687,957388,view,254418,
1433280928855,809784,view,72863,
1433280940791,1116263,view,67445,
1433280970856,439786,view,311013,
1433281026519,1154250,view,137401,
1433281287576,396661,view,393282,
1433281848211,247622,view,107305,
1433282129721,1161163,view,4336,
1433282190162,482839,view,28382,
1433282217556,1343423,view,230376,
1433282224741,1019411,view,115089,
1433282264653,148394,view,354162,
1433282281857,397490,view,216643,
1433282478667,420842,view,397634,
1433282548990,596360,view,258753,
1433282585022,420279,addtocart,173291,
1433283049689,877554,view,273936,
1433283073440,598306,view,2950,
1433283138069,1251038,view,50534,
1433283484547,163561,view,25762,
1433283523426,583733,view,206218,
1433283947621,172528,view,77237,
1433284106186,1161163,view,30024,
1433284784296,1325696,view,393134,
1433284879640,1124809,view,427040,
1433285197312,417257,view,55294,
1433285260069,856660,view,285491,
1433285289509,519213,view,53207,
1433285304381,13660,view,217068,
1433285444560,1185035,view,394608,
1433285767918,371321,view,169754,
1433285891519,286616,view,364449,
1433286121381,371321,view,241029,
1433286206102,1359728,view,226523,
1433286461897,138494,view,162239,
1433286487895,696602,view,235224,
1433286508885,1088906,view,462443,
1433286532379,780664,view,421034,
1433286699810,69804,view,168717,
1433286720795,516720,view,270128,
1433287160790,1404133,view,367447,
1433287205676,920947,view,175574,
1433287232951,1233954,view,439460,
1433287293132,525498,view,62502,
1433287386481,825321,view,158262,
1433287391465,816911,view,459354,
1433287635317,1087528,view,311303,
1433287794755,27535,view,405272,
1433287819089,354041,view,263692,
1433288513631,790498,view,240407,
1433288647433,722263,view,447254,
1433288830701,301849,view,133814,
1433288868250,1037887,view,41093,
1433288943818,1093108,view,23941,
1433289087468,1357527,view,87797,
1433289369251,1059333,view,29099,
1433289388594,970926,view,303064,
1433289711077,213145,view,445105,
1433290034169,616321,view,56902,
1433290135194,1346409,view,62805,
1433290203689,946690,view,278610,
1433290426179,1302480,view,313236,
1433290508518,642634,view,383212,
1433290627256,601195,view,222461,
1433291053748,1204189,view,455659,
1433291057920,220273,view,147121,
1433291077671,498255,view,226366,
1433291313143,1011765,view,173952,
1433291514855,1150332,view,254176,
1433291670894,1367058,view,212916,
1433291671003,668706,view,317968,
1433291680963,1260965,view,95467,
1433291788629,316850,view,461368,
1433292008409,570898,view,406375,
1433292059565,454158,view,429607,
1433292253046,181077,view,320786,
1433292283707,853330,view,297525,
1433292449308,37282,view,352809,
1433292492432,478952,view,287819,
1433293288767,322206,view,261940,
1433293541102,837289,view,12765,
1433293663832,505523,view,239351,
1433293995136,1011561,view,124065,
1433294080668,163561,view,234255,
1433294140002,1336648,view,133814,
1433294415489,1198179,view,411149,
1433294707590,507787,view,286093,
1433294845341,340348,view,95953,
1433294963227,1309029,view,289298,
1433295062440,401515,view,113451,
1433295187438,401515,view,405337,
1433295463990,1363462,view,365015,
1433295801063,1138250,view,275361,
1433296152783,313765,view,92165,
1433296240829,1302503,view,13576,
1433296262172,90051,view,87947,
1433296549214,170276,view,333566,
1433296696729,1190309,view,424397,
1433297093895,163561,view,89775,
1433297151098,760574,view,320938,
1433297181407,814962,view,247909,
1433297323405,1073476,view,424279,
1433297335044,502465,view,295785,
1433297614730,400488,view,390264,
1433297642389,830817,view,394217,
1433297765316,247252,view,96069,
1433298019988,465836,view,33907,
1433298168068,1159790,view,456874,
1433298590316,994230,view,465978,
1433298693077,745926,view,212726,
1433298913816,1272082,view,108021,
1433298977989,1041423,view,352509,
1433298996093,995393,view,265182,
1433299226744,1041423,view,304162,
1433299337284,603634,view,246803,
1433299432730,1166909,view,453646,
1433299652086,434876,view,247290,
1433299799817,850664,view,338208,
1433299879277,473200,view,247373,
1433299890559,1323399,view,420896,
1433300356715,427927,view,24161,
1433300407954,333312,view,158912,
1433300475163,736470,view,252070,
1433300503420,424918,view,159168,
1433300801593,505034,view,43358,
1433300959859,105608,view,40582,
1433300971868,859552,view,75715,
1433301197367,1187632,view,9877,
1433301405341,749229,view,313214,
1433301432886,907660,view,92112,
1433301485048,16370,view,48388,
1433301552163,519525,view,231509,
1433301789425,571615,view,65719,
1433302359360,870426,view,302308,
1433302609460,657739,view,239871,
1433302786330,1324933,view,335041,
1433302888213,501938,view,195219,
1433302956939,957913,view,118357,
1433302998043,1192897,view,348647,
1433303009899,826110,view,352705,
1433303325437,1152498,view,237071,
1433303490395,319482,transaction,249161,14156.0
1433303592671,897586,view,232929,
1433303753784,84327,view,181689,
1433303827149,865415,view,308866,
1433303842698,1174839,view,146023,
1433304001649,972450,view,351908,
1433304234140,1374227,view,228731,
1433304408575,847745,view,22042,
1433304482123,259702,view,323057,
1433304489646,1207659,view,109352,
1433304627317,357541,view,186820,
1433304811491,54918,view,383598,
1433304879586,1367710,view,270315,
1433305325207,708061,view,98652,
1433305640263,897133,view,6692,
1433305668620,1108954,view,360487,
1433305725913,1053975,view,298362,
1433305844464,461613,view,336201,
1433306094182,129354,view,55402,
1433306197724,920538,view,235186,
1433306271644,644194,view,107139,
1433306368779,447525,view,350629,
1433307231985,1141486,view,1709,
1433307260243,1033601,view,107195,
1433307607618,51459,view,63451,
1433307644814,1134171,view,152433,
1433307928921,957352,view,39251,
1433308134307,550857,view,285534,
1433308425375,570392,view,109390,
1433308952680,833855,view,63119,
1433309098542,132846,view,324824,
1433309105741,328823,view,143643,
1433309228580,535497,view,255789,
1433309426519,781173,view,382211,
1433309734511,18995,view,425603,
1433309883075,933919,view,184877,
1433309895912,608456,view,130281,
1433310362526,371257,view,86057,
1433310376116,62489,view,459688,
1433310376682,476629,view,64951,
1433310438825,500922,view,62374,
1433310560659,976886,view,104920,
1433310691226,62806,view,378591,
1433310706882,766873,view,48868,
1433311176311,904362,view,174719,
1433311304198,1363181,view,152249,
1433311420783,944338,view,13707,
1433311488734,973908,view,80858,
1433311636634,1362331,view,13219,
1433311688706,548958,view,340238,
1433311782348,1297821,view,121086,
1433311816792,366197,view,121835,
1433311855607,366197,view,121835,
1433312166019,725240,view,61772,
1433312210177,1057666,view,102306,
1433312227183,843874,view,111530,
1433312692285,429412,view,353205,
1433312978776,91276,view,160139,
1433315098504,464918,view,57941,
1433315270132,400359,view,316753,
1433315707083,1137704,transaction,214113,17279.0
1433315893176,68939,view,122624,
1433315975077,168694,view,444225,
1433316870314,1367028,view,320262,
1433317518995,150246,view,261,
1433317921359,1186945,view,321293,
1433317965699,1186945,view,108214,
1433318276596,692954,view,458608,
1433318540352,957180,view,103035,
1433318568475,587771,view,205436,
1433318660222,634447,view,85923,
1433318987226,201538,view,334601,
1433320959633,614,view,122867,
1433321318511,672795,addtocart,65437,
1433322616157,420885,view,193497,
1433324483169,1086719,view,412905,
1433325858906,949516,view,156686,
1433329416182,359639,view,271405,
1433329981555,485276,view,334536,
1433331005474,228535,view,276886,
1433331398901,385429,view,257952,
1433332219563,651674,view,380319,
1433334076167,1068726,view,254025,
1433335898555,939745,view,400707,
1433336603318,996680,view,431896,
1433336985761,1140560,view,370157,
1433337009924,912495,view,336552,
1433337155269,596286,view,302224,
1433337734654,1354823,view,457045,
1433338094397,1310075,view,440747,
1433338340738,805485,view,457231,
1433338464782,733192,view,103127,
1433338734785,455067,view,348361,
1433338990971,572717,view,30024,
1433339514866,522138,view,322946,
1433339915304,1084900,view,17951,
1433340043344,1179288,view,115456,
1433340270330,78365,view,111964,
1433340536819,1291250,view,231687,
1433340569440,1131017,view,430930,
1433340610781,511237,view,82767,
1433340774688,685385,view,329493,
1433340987656,111865,view,186460,
1433341527672,293051,view,122219,
1433341613676,1196832,addtocart,386947,
1433341990183,149189,view,350103,
1433342007713,1365940,view,325652,
1433342013517,393592,view,38574,
1433342139694,685385,view,234613,
1433342252637,120001,view,150871,
1433342886451,491660,view,20506,
1433343144912,614908,view,197146,
1433343302024,6056,view,406355,
1433343428645,673644,addtocart,210585,
1433343620026,321726,view,202170,
1433343667907,542935,view,324429,
1433343760557,1386670,view,447949,
1433343873109,1229713,view,410286,
1433343928948,415561,view,414906,
1433344007607,1121197,view,380221,
1433344080159,202875,view,362964,
1433344359264,1348539,view,89688,
1433344517255,617949,view,72705,
1433344758590,355385,view,74559,
1433344993881,1161163,view,20740,
1433345246747,438511,view,23895,
1433345269822,1133791,view,53364,
1433345724340,914809,view,210585,
1433345976272,1013636,view,411324,
1433346098012,309647,view,19883,
1433346300388,17709,view,442330,
1433346494312,907786,view,101386,
1433346623392,57905,addtocart,36868,
1433346658295,1047451,view,279856,
1433346719861,1282164,view,75018,
1433346742693,1075488,view,393134,
1433346827494,57905,transaction,36868,7360.0
1433346937259,1186945,view,115779,
1433347019741,587083,view,358659,
1433347094193,676438,view,217453,
1433347094571,674895,view,314789,
1433347094729,918391,view,257040,
1433347216381,1324210,view,407312,
1433347334340,1161163,view,442725,
1433347409780,749078,view,99684,
1433347606783,971460,view,234255,
1433347913667,1194235,view,379752,
1433347996187,1301620,view,141241,
1433348421453,998358,view,297753,
1433348789855,393147,view,84045,
1433348953756,969943,view,49392,
1433348980652,205641,view,113137,
1433349121033,477207,view,266900,
1433349138878,1226955,view,31471,
1433349155893,764676,view,214283,
1433349158694,167647,view,372321,
1433349166441,386577,view,263596,
1433349258831,1288764,view,6270,
1433349432638,106733,transaction,46644,9625.0
1433349527333,1225960,view,264245,
1433349614711,319124,view,464851,
1433349879947,1111433,view,418220,
1433350022444,646005,view,148545,
1433350406909,176345,view,224620,
1433350546619,546086,view,188148,
1433350728414,240797,view,80858,
1433351195000,453658,view,231476,
1433351440042,269405,view,329717,
1433351528692,1260481,view,359344,
1433351608130,1260481,view,404525,
1433351617595,194949,view,91105,
1433352071724,822501,view,162239,
1433352334366,34582,view,315545,
1433352448360,1019807,view,460034,
1433352512189,751607,view,90782,
1433352574987,624521,view,231507,
1433352635707,772723,view,204902,
1433352751271,539524,view,261797,
1433352891354,590943,view,24297,
1433352894941,590943,view,52810,
1433352926882,1046377,view,122605,
1433352989727,743555,view,226334,
1433353164417,82029,view,112489,
1433353220083,1029499,transaction,242521,2419.0
1433353341021,917293,transaction,290509,332.0
1433353500624,376543,view,95257,
1433353700955,648010,view,84160,
1433353848567,107277,view,450448,
1433353886328,966544,view,286044,
1433353890083,870724,view,69081,
1433353969178,943225,view,36656,
1433354100625,81421,view,51234,
1433354518854,440239,view,210832,
1433354587842,260829,view,392542,
1433354864862,1071871,view,41711,
1433354949216,869344,view,209994,
1433355062877,917203,view,122226,
1433355571106,189750,view,93101,
1433355621751,1019807,view,2455,
1433355662262,652637,view,358273,
1433355789520,939014,view,286924,
1433355803280,232569,view,336671,
1433355958638,476123,addtocart,232172,
1433356108459,1394372,view,445105,
1433356141509,38015,view,450064,
1433356388926,416496,view,94764,
1433356466731,823341,view,238524,
1433356508218,927416,view,244360,
1433356533878,163561,view,155196,
1433356540670,468309,view,31078,
1433356621654,176152,view,204677,
1433356702268,235784,view,362191,
1433356739484,235784,view,244458,
1433356800779,438441,view,422471,
1433356817922,820508,view,338287,
1433356971566,1254545,view,388211,
1433357070341,195627,view,73917,
1433357129434,1185234,view,140706,
1433357211171,1314944,view,337126,
1433357272670,1366741,view,256322,
1433357314225,1028731,view,24734,
1433357333565,163561,view,133485,
1433357691390,1255864,view,365375,
1433357987525,244675,view,411367,
1433358074774,1402575,view,333089,
1433358365177,321290,view,216657,
1433358595918,34289,view,389370,
1433358659367,126988,view,111572,
1433358783689,934201,view,3978,
1433358858888,416496,addtocart,29196,
1433359086362,176152,view,281211,
1433359218055,1130051,view,253549,
1433359276457,152627,view,101002,
1433359289887,510660,view,258259,
1433359307047,474674,view,219814,
1433359322464,5272,view,89766,
1433359734645,1262789,view,41217,
1433359756022,1102777,view,345077,
1433359875209,163742,view,297858,
1433359898460,139401,view,21886,
1433359911359,416496,addtocart,56782,
1433359928522,811496,view,407661,
1433360026734,133026,addtocart,328467,
1433360137292,1211641,view,36868,
1433360158698,1095819,view,244924,
1433360229633,1285577,view,277834,
1433360678859,1269228,view,36203,
1433360749957,1191117,view,379520,
1433361221049,806374,view,96365,
1433361308355,68410,view,421739,
1433361372044,45869,view,461397,
1433361441008,740126,view,89438,
1433361610233,306511,view,425344,
1433361720210,333496,view,19681,
1433361758027,740324,addtocart,162556,
1433361877397,1377301,view,130113,
1433362311170,1294978,view,357531,
1433362375433,274752,view,301682,
1433362442171,57242,view,263675,
1433362521948,344295,view,450135,
1433362527450,700188,view,325508,
1433362719679,13447,view,396853,
1433362748435,469105,transaction,309778,1839.0
1433362842413,583904,view,224391,
1433362850659,54759,view,293279,
1433363097577,781888,view,2455,
1433363299651,415746,view,278272,
1433363557825,350652,view,356342,
1433363615619,549007,view,234913,
1433363670415,1023106,view,75691,
1433363888282,1113799,view,22270,
1433364190812,984300,view,278663,
1433364360243,925737,view,321905,
1433364423576,123203,view,231681,
1433364567037,685381,view,289350,
1433364621510,1078475,addtocart,316472,
1433364756661,765128,view,285896,
1433364870654,792624,view,225255,
1433364962659,1150803,view,284547,
1433364969587,11833,view,1977,
1433365027155,1222749,view,419461,
1433365118597,128550,view,328896,
1433365261959,1201656,view,386480,
1433365649677,193658,view,210660,
1433365794664,777518,view,118199,
1433365923838,536292,view,116243,
1433365984479,258501,view,267882,
1433366018810,738431,view,350645,
1433366059133,1296048,view,391451,
1433366069905,854250,view,81407,
1433366433514,940608,view,78296,
1433366542359,806429,view,419088,
1433366773472,922897,view,320245,
1433366790818,1320023,view,151444,
1433366809579,856874,view,375738,
1433366914474,624458,view,242905,
1433366945460,312948,view,215027,
1433367016849,70764,view,234040,
1433367034047,904645,addtocart,386480,
1433367043403,119586,view,30345,
1433367139557,1067351,view,175356,
1433367241668,416496,view,98899,
1433367637362,703442,view,255888,
1433367682420,1067351,view,167543,
1433367947239,1386950,view,329595,
1433367984206,976772,view,73814,
1433368000025,682875,view,388148,
1433368114361,529852,view,266140,
1433368126941,55331,view,37177,
1433368249373,940608,view,293946,
1433368282811,243025,view,37068,
1433368447682,779810,view,215715,
1433368612587,237244,view,453517,
1433368618241,779810,view,181673,
1433368627095,602827,view,319913,
1433368734559,602827,view,444132,
1433368773050,346513,view,166327,
1433368807548,428011,view,202699,
1433368882935,1184721,view,206241,
1433369249250,586751,view,260194,
1433369266277,800402,view,32964,
1433369369688,1113694,view,303437,
1433369614873,854711,view,239498,
1433369847185,38015,view,90186,
1433369973530,1113627,view,152236,
1433370030209,415212,view,353941,
1433370033038,1040664,view,69151,
1433370224627,508440,view,196687,
1433370551329,725164,view,257268,
1433370567184,862453,view,398205,
1433370573301,438441,view,35571,
1433370864774,1186167,view,1812,
1433370940697,1321963,view,464699,
1433371171619,644978,view,396336,
1433371237823,715615,view,11670,
1433371443028,101860,view,97039,
1433371560513,626499,view,158165,
1433371693454,1266789,view,425575,
1433371927778,884771,view,373805,
1433371937521,783035,view,264236,
1433372086913,408059,view,280422,
1433372949382,585561,view,173109,
1433373099758,13112,view,20740,
1433373122344,76568,view,435755,
1433373321803,278575,view,303612,
1433373362795,621124,view,411633,
1433373461354,800424,view,60689,
1433373560336,1368468,view,184338,
1433373607636,329365,view,276134,
1433373802128,1162523,view,1895,
1433374066565,891122,view,50934,
1433374167265,354785,view,202944,
1433374182726,1197509,view,346942,
1433374211979,783603,view,178402,
1433374343188,665707,view,129031,
1433374428836,238268,view,140644,
1433374655341,665707,view,86929,
1433374872925,163214,view,350629,
1433375229528,1375451,view,194325,
1433375234708,994738,view,197816,
1433375327116,256264,view,311652,
1433375342022,555175,view,361496,
1433375366614,481067,view,302299,
1433375444551,614185,view,345077,
1433375558950,306668,view,334920,
1433375577258,1031801,view,274490,
1433375721189,224842,view,150133,
1433375777472,899328,view,284783,
1433375795823,882933,view,159933,
1433375842542,912007,view,309438,
1433375915476,648927,view,372397,
